openalex_author_id,author,publisher,unique_retracted_papers
A5100345396,Jing Zhang,Future Medicine - Future Science Group,1
A5100345396,Jing Zhang,Hindawi,1
A5100345417,Jing Zhang,Hindawi,1
A5100345417,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100345419,Jing Zhang,Elsevier,1
A5100345419,Jing Zhang,Hindawi,1
A5100345438,Jing Zhang,Hindawi,1
A5100345461,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100345466,Jing Zhang,Springer - Biomed Central (BMC),1
A5100345466,Jing Zhang,Wiley,1
A5100345489,Jing Zhang,Wiley,1
A5100345515,Jing Zhang,Taylor and Francis - Dove Press,1
A5100345516,Jing Zhang,Hindawi,1
A5100345608,Yu Liu,Elsevier,1
A5100345609,Yu Liu,Hindawi,1
A5100345622,Yu Liu,Hindawi,1
A5100345653,Yu Liu,Hindawi,1
A5100345653,Yu Liu,Spandidos,1
A5100345662,Yu Liu,Elsevier,1
A5100345666,Yu Liu,Elsevier,1
A5100345666,Yu Liu,Hindawi,1
A5100345666,Yu Liu,Springer,1
A5100345669,Yu Liu,Elsevier,1
A5100345669,Yu Liu,Hindawi,1
A5100345691,Yu Liu,Elsevier - Cell Press,1
A5100345704,Yu Liu,Hindawi,1
A5100345722,Yu Liu,IOS Press (bought by Sage November 2023),1
A5100345786,Yu Liu,Hindawi,1
A5100345792,Yu Liu,Hindawi,1
A5100345820,Yu Liu,Elsevier,1
A5100345820,Yu Liu,Impact Journals,1
A5100345845,Yu Liu,Hindawi,1
A5100345855,Yu Liu,Hindawi,1
A5100345887,Yu Liu,MDPI,1
A5100345916,Yu Liu,Springer,1
A5100345933,Yu Liu,Wiley,1
A5100345962,Yu Liu,Hindawi,1
A5100345966,Yu Liu,IOS Press (bought by Sage November 2023),1
A5100345976,Yu Liu,Elsevier,1
A5100345976,Yu Liu,Springer,1
A5100345978,Yu Liu,Hindawi,1
A5100346104,Jin Wang,Elsevier,1
A5100346104,Jin Wang,Taylor and Francis - Dove Press,1
A5100346109,Jin Wang,PLoS,1
A5100346109,Jin Wang,Springer,1
A5100346122,Jin Wang,IOP Publishing,1
A5100346128,Jin Wang,Spandidos,2
A5100346128,Jin Wang,Elsevier,1
A5100346147,Jin Wang,Elsevier - Cell Press,1
A5100346147,Jin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100346147,Jin Wang,IOS Press (bought by Sage November 2023),1
A5100346163,Jin Wang,PLoS,1
A5100346172,Jin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100346173,Jin Wang,Elsevier,1
A5100346174,Jin Wang,Elsevier,1
A5100346179,Jin Wang,Springer,1
A5100346183,Jin Wang,IOP Publishing,1
A5100346201,Jin Wang,Hindawi,1
A5100346219,Jin Wang,Hindawi,1
A5100346966,Ying Wang,Elsevier - Cell Press,1
A5100346966,Ying Wang,Frontiers,1
A5100346972,Ying Wang,Spandidos,1
A5100347000,Ying Wang,SAGE Publications,3
A5100347000,Ying Wang,Springer - Nature Publishing Group,1
A5100347000,Ying Wang,Taylor and Francis,1
A5100347012,Ying Wang,Hindawi,1
A5100347057,Ying Wang,Hindawi,2
A5100347063,Ying Wang,Portland Press,1
A5100347063,Ying Wang,Spandidos,1
A5100347067,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100347067,Ying Wang,Springer,1
A5100347070,Ying Wang,Hindawi,1
A5100347075,Ying Wang,Wiley,1
A5100347091,Ying Wang,American Society for Microbiology,2
A5100347091,Ying Wang,APS: American Physiological Society,1
A5100347106,Ying Wang,PLoS,1
A5100347116,Ying Wang,Hindawi,1
A5100347131,Ying Wang,Taylor and Francis,1
A5100347133,Ying Wang,Elsevier,1
A5100347133,Ying Wang,Hindawi,1
A5100347133,Ying Wang,Springer,1
A5100347137,Ying Wang,Wiley,1
A5100347150,Ying Wang,PLoS,1
A5100347150,Ying Wang,Springer,1
A5100347150,Ying Wang,Taylor and Francis,1
A5100347153,Ying Wang,Frontiers,1
A5100347154,Ying Wang,Hindawi,1
A5100347178,Ying Wang,Frontiers,1
A5100347181,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100347183,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100347195,Ying Wang,Springer,1
A5100347212,Ying Wang,Elsevier,1
A5100347212,Ying Wang,Hindawi,1
A5100347214,Ying Wang,Hindawi,1
A5100347223,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100347226,Ying Wang,Springer - Biomed Central (BMC),1
A5100347238,Ying Wang,Wiley,1
A5100347247,Ying Wang,Elsevier - Cell Press,1
A5100347258,Ying Wang,Springer,1
A5100347261,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100347261,Ying Wang,Springer,1
A5100347267,Ying Wang,Hindawi,1
A5100347267,Ying Wang,SAGE Publications,1
A5100347268,Ying Wang,Springer,1
A5100347547,Lin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100347948,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100349482,Lei Liu,Elsevier,1
A5100349482,Lei Liu,Hindawi,1
A5100349496,Lei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100349510,Lei Liu,Springer - Nature Publishing Group,1
A5100349517,Lei Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5100349542,Lei Liu,IOS Press (bought by Sage November 2023),1
A5100349547,Lei Liu,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100349547,Lei Liu,Taylor and Francis,1
A5100349548,Lei Liu,Springer - Biomed Central (BMC),1
A5100349558,Lei Liu,Hindawi,1
A5100349568,Lei Liu,MDPI,1
A5100349568,Lei Liu,Taylor and Francis,1
A5100349590,Lei Liu,Cellular Physiol Biochem Press,1
A5100349590,Lei Liu,SAGE Publications,1
A5100349606,Lei Liu,Frontiers,1
A5100349609,Lei Liu,PLoS,1
A5100349618,Lei Liu,Springer,1
A5100349634,Lei Liu,PLoS,1
A5100349659,Lei Liu,Hindawi,1
A5100349663,Lei Liu,Hindawi,1
A5100349663,Lei Liu,SAGE Publications,1
A5100350982,Yan Liu,Springer,1
A5100350984,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100350997,Yan Liu,IOP Publishing,1
A5100350999,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351009,Yan Liu,PLoS,1
A5100351009,Yan Liu,Portland Press,1
A5100351009,Yan Liu,Spandidos,1
A5100351039,Yan Liu,SAGE Publications,1
A5100351056,Yan Liu,Springer,2
A5100351056,Yan Liu,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100351056,Yan Liu,Hindawi,1
A5100351056,Yan Liu,IOS Press (bought by Sage November 2023),1
A5100351056,Yan Liu,"International Scientific Information, Inc",1
A5100351056,Yan Liu,Ivyspring International Publisher,1
A5100351056,Yan Liu,SAGE Publications,1
A5100351061,Yan Liu,Springer,1
A5100351095,Yan Liu,Hindawi,3
A5100351100,Yan Liu,Hindawi,1
A5100351100,Yan Liu,Wiley,1
A5100351107,Yan Liu,Springer,1
A5100351117,Yan Liu,Royal Society of Chemistry (RSC),1
A5100351117,Yan Liu,SAGE Publications,1
A5100351131,Yan Liu,PLoS,1
A5100351147,Yan Liu,Wiley,1
A5100351162,Yan Liu,Elsevier,1
A5100351175,Yan Liu,Hindawi,2
A5100351175,Yan Liu,Association for Computing Machinery (ACM),1
A5100351175,Yan Liu,SAGE Publications,1
A5100351175,Yan Liu,Springer,1
A5100351176,Yan Liu,Wiley,1
A5100351177,Yan Liu,Hindawi,1
A5100351177,Yan Liu,Spandidos,1
A5100351184,Yan Liu,Elsevier,1
A5100351185,Yan Liu,Hindawi,1
A5100351321,Ming Li,Frontiers,1
A5100351339,Ming Li,Springer,1
A5100351340,Ming Li,Elsevier,1
A5100351348,Ming Li,Wolters Kluwer,1
A5100351357,Ming Li,Taylor and Francis - Dove Press,1
A5100351366,Ming Li,PLoS,2
A5100351378,Ming Li,Hindawi,1
A5100351382,Ming Li,Hindawi,1
A5100351404,Ming Li,Spandidos,1
A5100351409,Ming Li,Springer,1
A5100351421,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351426,Ming Li,Elsevier,1
A5100351429,Ming Li,Hindawi,1
A5100351439,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351441,Ming Li,Springer,1
A5100351450,Ming Li,Wiley,1
A5100351464,Ming Li,Elsevier,1
A5100351464,Ming Li,Springer,1
A5100351472,Ming Li,Oxford University Press,1
A5100351484,Ming Li,Springer - Nature Publishing Group,1
A5100351511,Ming Li,Hindawi,1
A5100351513,Ming Li,BioMed Central (BMC),1
A5100351518,Ming Li,American Society for Clinical Investigation,1
A5100351522,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351535,Ming Li,SAGE Publications,1
A5100351540,Ming Li,Elsevier,1
A5100351543,Ming Li,Taylor and Francis - Dove Press,2
A5100351543,Ming Li,Springer - Nature Publishing Group,1
A5100351792,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351819,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351822,Lin Zhang,Hindawi,1
A5100351828,Lin Zhang,Springer,1
A5100351842,Lin Zhang,Hindawi,1
A5100351849,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351861,Lin Zhang,Hindawi,1
A5100351886,Lin Zhang,Hindawi,1
A5100351895,Lin Zhang,Wiley,1
A5100351902,Lin Zhang,Elsevier,1
A5100351902,Lin Zhang,Hindawi,1
A5100351902,Lin Zhang,Springer - Nature Publishing Group,1
A5100351913,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351919,Lin Zhang,Elsevier,1
A5100351923,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100351924,Lin Zhang,Elsevier,1
A5100351924,Lin Zhang,Hindawi,1
A5100351933,Lin Zhang,American Heart Association,1
A5100351967,Lin Zhang,Hindawi,1
A5100351970,Lin Zhang,Springer - Biomed Central (BMC),2
A5100351970,Lin Zhang,Wiley,1
A5100351982,Lin Zhang,Taylor and Francis,1
A5100352534,Jun Wang,IOP Publishing,1
A5100352903,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100353471,Hao Chen,Hindawi,2
A5100353481,Hao Chen,Springer - Biomed Central (BMC),1
A5100353528,Hao Chen,Taylor and Francis - Dove Press,1
A5100353533,Hao Chen,Spandidos,1
A5100353545,Hao Chen,Elsevier,1
A5100353584,Hao Chen,Frontiers,1
A5100353596,Hao Chen,Wiley,1
A5100353612,Hao Chen,Springer - Biomed Central (BMC),1
A5100353625,Hao Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100353663,Hao Chen,Hindawi,1
A5100353663,Hao Chen,Springer,1
A5100353666,Hao Chen,Hindawi,1
A5100353673,Hao Chen,Royal Society of Chemistry (RSC),3
A5100353673,Hao Chen,Wiley,3
A5100353673,Hao Chen,Frontiers,1
A5100353673,Hao Chen,Hindawi,1
A5100353673,Hao Chen,IOS Press (bought by Sage November 2023),1
A5100353673,Hao Chen,PLoS,1
A5100353748,Xin Li,AME Publishing Company,1
A5100353748,Xin Li,Hindawi,1
A5100353748,Xin Li,National Academy of Sciences (NAS),1
A5100353759,Xin Li,Hindawi,1
A5100353761,Xin Li,Hindawi,1
A5100353767,Xin Li,Elsevier,1
A5100353780,Xin Li,Hindawi,1
A5100353780,Xin Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100353780,Xin Li,IOS Press (bought by Sage November 2023),1
A5100353780,Xin Li,Springer - Nature Publishing Group,1
A5100353833,Xin Li,IOS Press (bought by Sage November 2023),1
A5100353891,Xin Li,Frontiers,3
A5100353891,Xin Li,Elsevier - Cell Press,2
A5100353891,Xin Li,Taylor and Francis,2
A5100353906,Xin Li,Hindawi,1
A5100353906,Xin Li,Wiley,1
A5100353909,Xin Li,Wiley,1
A5100353939,Xin Li,Elsevier,1
A5100353939,Xin Li,IOS Press (bought by Sage November 2023),1
A5100353939,Xin Li,Springer,1
A5100353939,Xin Li,Taylor and Francis,1
A5100353939,Xin Li,Wiley,1
A5100353948,Xin Li,Elsevier,1
A5100353978,Xin Li,Hindawi,1
A5100353983,Xin Li,Spandidos,1
A5100353997,Xin Li,Hindawi,2
A5100354007,Xin Li,Elsevier,1
A5100354018,Xin Li,Hindawi,2
A5100354018,Xin Li,Wiley,2
A5100354018,Xin Li,Elsevier,1
A5100354018,Xin Li,Springer - Nature Publishing Group,1
A5100354018,Xin Li,Taylor and Francis,1
A5100354049,Xin Li,Hindawi,1
A5100354049,Xin Li,Wiley,1
A5100354056,Xin Li,Springer - Nature Publishing Group,1
A5100354067,Xin Li,American Chemical Society (ACS),1
A5100354077,Xin Li,American Chemical Society (ACS),1
A5100354091,Xin Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100354096,Xin Li,Spandidos,1
A5100354543,Yang Zhang,Hindawi,2
A5100354547,Yang Zhang,Springer,1
A5100354550,Yang Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100354550,Yang Zhang,Springer,1
A5100354579,Yang Zhang,Spandidos,1
A5100354601,Yang Zhang,Elsevier,1
A5100354601,Yang Zhang,Hindawi,1
A5100354611,Yang Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100354612,Yang Zhang,Hindawi,1
A5100354626,Yang Zhang,Hindawi,1
A5100354630,Yang Zhang,Springer - Nature Publishing Group,1
A5100354636,Yang Zhang,Spandidos,1
A5100354637,Yang Zhang,Springer,1
A5100354648,Yang Zhang,Hindawi,1
A5100354659,Yang Zhang,Elsevier,2
A5100354659,Yang Zhang,Hindawi,1
A5100354669,Yang Zhang,Chinese Medical Association,1
A5100354669,Yang Zhang,Spandidos,1
A5100354669,Yang Zhang,Wiley,1
A5100354674,Yang Zhang,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100354674,Yang Zhang,Hindawi,1
A5100354674,Yang Zhang,Springer,1
A5100354713,Yang Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100354722,Yang Zhang,Hindawi,1
A5100354725,Yang Zhang,Cellular Physiol Biochem Press,1
A5100354730,Yang Zhang,Spandidos,1
A5100355322,Xiaogang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100355634,Yang Liu,Cellular Physiol Biochem Press,1
A5100355646,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100355646,Yang Liu,Royal Society of Chemistry (RSC),1
A5100355668,Yang Liu,Hindawi,1
A5100355692,Yang Liu,Association for Computing Machinery (ACM),1
A5100355692,Yang Liu,Hindawi,1
A5100355692,Yang Liu,Springer - Nature Publishing Group,1
A5100355723,Yang Liu,Hindawi,1
A5100355734,Yang Liu,Spandidos,1
A5100355739,Yang Liu,Hindawi,2
A5100355742,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100355756,Yang Liu,MDPI,1
A5100355773,Yang Liu,Hindawi,4
A5100355773,Yang Liu,Spandidos,2
A5100355773,Yang Liu,Springer,2
A5100355773,Yang Liu,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100355773,Yang Liu,Frontiers,1
A5100355773,Yang Liu,Impact Journals,1
A5100355773,Yang Liu,Portland Press,1
A5100355773,Yang Liu,Wiley,1
A5100355782,Yang Liu,Hindawi,1
A5100355887,Yang Liu,Association for Computing Machinery (ACM),1
A5100355890,Yang Liu,Hindawi,2
A5100355893,Yang Liu,Hindawi,1
A5100355922,Yang Liu,Hindawi,1
A5100355946,Yang Liu,Frontiers,1
A5100355964,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5100355964,Yang Liu,Elsevier,1
A5100355964,Yang Liu,IOP Publishing,1
A5100355964,Yang Liu,Taylor and Francis,1
A5100355976,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100356010,Yang Liu,PLoS,1
A5100356037,Yang Liu,Elsevier,2
A5100356037,Yang Liu,Elsevier - Cell Press,1
A5100356044,Yang Liu,Frontiers,1
A5100356100,Yang Liu,Hindawi,2
A5100356134,Yang Liu,Royal Society of Chemistry (RSC),1
A5100356140,Yang Liu,Springer - Nature Publishing Group,1
A5100356146,Yang Liu,Hindawi,2
A5100356169,Yang Liu,Hindawi,1
A5100357448,Yan Li,Springer - Nature Publishing Group,1
A5100357875,Yan Li,Hindawi,1
A5100358022,Jing Zhao,Hindawi,1
A5100358725,Hong Zhang,MDPI,1
A5100358766,Bo Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100358862,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100358902,Jun Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100358931,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100360957,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100360971,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100360989,Li Li,Springer,1
A5100361004,Li Li,Hindawi,1
A5100361005,Li Li,Elsevier,1
A5100361005,Li Li,Hindawi,1
A5100361005,Li Li,Taylor and Francis,1
A5100361005,Li Li,Wiley,1
A5100361020,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361027,Li Li,Springer,1
A5100361031,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361041,Li Li,Springer,1
A5100361046,Li Li,Hindawi,2
A5100361061,Li Li,Springer,1
A5100361063,Li Li,CMB Association Publisher,1
A5100361077,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361099,Li Li,Hindawi,1
A5100361104,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361111,Li Li,Elsevier,1
A5100361117,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361131,Li Li,Hindawi,1
A5100361131,Li Li,Wiley,1
A5100361142,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361147,Li Li,Mary Ann Liebert,1
A5100361147,Li Li,Royal Society of Chemistry (RSC),1
A5100361182,Li Li,SAGE Publications,1
A5100361186,Li Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100361190,Li Li,Hindawi,1
A5100361194,Li Li,Springer - Biomed Central (BMC),1
A5100361203,Li Li,Royal Society of Chemistry (RSC),1
A5100361204,Li Li,Hindawi,1
A5100361210,Li Li,Hindawi,1
A5100361212,Li Li,Hindawi,1
A5100361219,Li Li,Elsevier,1
A5100361237,Li Li,PLoS,1
A5100361245,Li Li,Hindawi,1
A5100361256,Li Li,Hindawi,1
A5100361257,Li Li,Hindawi,2
A5100361259,Li Li,Taylor and Francis,1
A5100361281,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361285,Li Li,Oxford University Press,1
A5100361285,Li Li,Springer,1
A5100361285,Li Li,Taylor and Francis,1
A5100361285,Li Li,Taylor and Francis - Dove Press,1
A5100361286,Li Li,Hindawi,1
A5100361301,Li Li,Frontiers,1
A5100361304,Li Li,Frontiers,1
A5100361304,Li Li,Hindawi,1
A5100361304,Li Li,Impact Journals,1
A5100361312,Li Li,Hindawi,1
A5100361326,Li Li,IOS Press (bought by Sage November 2023),3
A5100361334,Li Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361344,Li Li,Spandidos,1
A5100361348,Li Li,Hindawi,2
A5100361348,Li Li,Elsevier,1
A5100361348,Li Li,Spandidos,1
A5100361351,Li Li,Spandidos,1
A5100361352,Li Li,Taylor and Francis,1
A5100361371,Li Li,Elsevier,1
A5100361387,Li Li,PLoS,1
A5100361395,Li Li,SAGE Publications,1
A5100361602,Jun Liu,Elsevier,1
A5100361602,Jun Liu,Hindawi,1
A5100361602,Jun Liu,Taylor and Francis - Dove Press,1
A5100361613,Jun Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361633,Jun Li,Springer - Biomed Central (BMC),1
A5100361638,Jun Li,Wiley,1
A5100361663,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361689,Jun Li,Hindawi,1
A5100361689,Jun Li,Springer,1
A5100361693,Jun Liu,Wiley,1
A5100361707,Jun Liu,Elsevier - Cell Press,1
A5100361707,Jun Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361707,Jun Liu,IOS Press (bought by Sage November 2023),1
A5100361716,Jun Li,Elsevier,1
A5100361759,Jun Li,Hindawi,1
A5100361773,Jun Li,Spandidos,1
A5100361776,Jun Liu,Hindawi,1
A5100361781,Jun Li,Springer,1
A5100361797,Jun Liu,Wiley,1
A5100361804,Jun Li,Springer - Nature Publishing Group,1
A5100361814,Jun Li,Spandidos,1
A5100361823,Jun Li,Hindawi,1
A5100361828,Jun Liu,Springer - Nature Publishing Group,1
A5100361841,Jun Li,IOP Publishing,1
A5100361849,Jun Li,Trans Tech Publications Ltd,1
A5100361872,Jun Li,APS: American Physiological Society,1
A5100361872,Jun Li,Elsevier,1
A5100361872,Jun Li,Taylor and Francis,1
A5100361872,Jun Li,Wiley,1
A5100361873,Jun Liu,Frontiers,1
A5100361873,Jun Liu,"International Scientific Information, Inc",1
A5100361885,Jun Liu,Elsevier,1
A5100361892,Jun Li,Springer - Nature Publishing Group,1
A5100361921,­Jun Li­,BioMed Central (BMC),1
A5100361921,­Jun Li­,Portland Press,1
A5100361921,­Jun Li­,Spandidos,1
A5100361923,Jun Li,Hindawi,1
A5100361950,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100361956,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100361956,Jun Li,Spandidos,1
A5100361966,Jun Li,Hindawi,1
A5100361979,Jun Liu,Springer,1
A5100361984,Jun Li,Hindawi,1
A5100361984,Jun Li,PLoS,1
A5100361988,Jun Liu,Wiley,1
A5100361993,Jun Liu,Wiley,2
A5100362013,Jun Li,Springer,1
A5100362017,Jun Li,Spandidos,1
A5100362023,Jun Li,Elsevier,1
A5100362036,Jun Li,Association for Computing Machinery (ACM),1
A5100362041,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100362041,Jun Li,Springer,1
A5100362042,Jun Liu,Elsevier,1
A5100362062,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100362067,Jun Li,Wiley,1
A5100362080,Jun Li,Hindawi,1
A5100362088,Jun Li,Springer - Nature Publishing Group,1
A5100362092,Jun Li,Hindawi,2
A5100362092,Jun Li,Wiley,2
A5100362092,Jun Li,Springer,1
A5100362125,Jun Li,IOS Press (bought by Sage November 2023),1
A5100362128,Jun Liu,AIMS Press,1
A5100362132,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100362133,Jun Liu,APS: American Physiological Society,1
A5100362133,Jun Liu,Elsevier,1
A5100362133,Jun Liu,Oxford University Press,1
A5100362156,Jun Li,Hindawi,1
A5100362988,Yang Wang,Hindawi,1
A5100364016,Peng Zhang,Springer,1
A5100364021,Peng Zhang,PLoS,1
A5100364045,Peng Zhang,Spandidos,2
A5100364045,Peng Zhang,Cellular Physiol Biochem Press,1
A5100364045,Peng Zhang,Springer,1
A5100364059,Peng Zhang,Elsevier - Cell Press,1
A5100364068,Peng Zhang,Springer,1
A5100364073,Peng Zhang,Elsevier,1
A5100364096,Peng Zhang,Hindawi,1
A5100364096,Peng Zhang,PLoS,1
A5100364119,Peng Zhang,Springer,1
A5100364121,Peng Zhang,Hindawi,1
A5100364133,Peng Zhang,Nature Publishing Group,1
A5100364153,Peng Zhang,Taylor and Francis - Dove Press,1
A5100364154,Peng Zhang,Elsevier,1
A5100364154,Peng Zhang,Portland Press,1
A5100364154,Peng Zhang,Spandidos,1
A5100364162,Peng Zhang,Taylor and Francis,1
A5100364185,Peng Zhang,Emerald,1
A5100364188,Peng Zhang,Mary Ann Liebert,1
A5100364188,Peng Zhang,Springer,1
A5100364204,Peng Zhang,PeerJ,1
