openalex_author_id,author,reason,unique_retracted_papers
A5008318334,Hao Zhang,Computer-Aided Content or Computer-Generated Content,1
A5008318334,Hao Zhang,Concerns/Issues about Data,1
A5008318334,Hao Zhang,Concerns/Issues about Peer Review,1
A5008318334,Hao Zhang,Concerns/Issues about Referencing/Attributions,1
A5008318334,Hao Zhang,Concerns/Issues about Results and/or Conclusions,1
A5008318334,Hao Zhang,Paper Mill,1
A5008318334,Hao Zhang,Unreliable Results and/or Conclusions,1
A5008425595,Qiang Li,Breach of Policy by Author,1
A5008425595,Qiang Li,Date of Article and/or Notice Unknown,1
A5008425595,Qiang Li,Notice - Limited or No Information,1
A5008518906,Jing Zhao,Concerns/Issues about Peer Review,1
A5008518906,Jing Zhao,Doing the Right Thing,1
A5008518906,Jing Zhao,Error by Journal/Publisher,1
A5008518906,Jing Zhao,Removed,1
A5008518906,Jing Zhao,Rogue Editor,1
A5008570719,Feng Wang,Compromised Peer Review,1
A5008717871,Lei Wang,Concerns/Issues about Data,1
A5008717871,Lei Wang,Concerns/Issues about Peer Review,1
A5008717871,Lei Wang,Concerns/Issues about Referencing/Attributions,1
A5008717871,Lei Wang,Concerns/Issues about Results and/or Conclusions,1
A5008717871,Lei Wang,Unreliable Results and/or Conclusions,1
A5008724498,Yan Liu,Concerns/Issues about Data,2
A5008724498,Yan Liu,Concerns/Issues about Peer Review,2
A5008724498,Yan Liu,Concerns/Issues about Referencing/Attributions,2
A5008724498,Yan Liu,Unreliable Results and/or Conclusions,2
A5008724498,Yan Liu,Computer-Aided Content or Computer-Generated Content,1
A5008724498,Yan Liu,Concerns/Issues about Results and/or Conclusions,1
A5008773119,Yong Zhang,Breach of Policy by Author,1
A5008773119,Yong Zhang,Date of Article and/or Notice Unknown,1
A5008773119,Yong Zhang,Notice - Limited or No Information,1
A5008829405,Lin Wang,Compromised Peer Review,2
A5008829405,Lin Wang,Unreliable Results and/or Conclusions,2
A5008829405,Lin Wang,Computer-Aided Content or Computer-Generated Content,1
A5008829405,Lin Wang,Concerns/Issues about Data,1
A5008829405,Lin Wang,Concerns/Issues about Peer Review,1
A5008829405,Lin Wang,Concerns/Issues about Referencing/Attributions,1
A5008829405,Lin Wang,Concerns/Issues about Results and/or Conclusions,1
A5008829405,Lin Wang,Informed/Patient Consent - None/Withdrawn,1
A5008829405,Lin Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5008829405,Lin Wang,Paper Mill,1
A5008829405,Lin Wang,Rogue Editor,1
A5008881437,Wei Zhang,Duplication of/in Image,1
A5008881437,Wei Zhang,Error in Image,1
A5008881437,Wei Zhang,Manipulation of Images,1
A5008881437,Wei Zhang,Objections by Author(s),1
A5008881437,Wei Zhang,Unreliable Data,1
A5008916846,Bo Wang,Compromised Peer Review,1
A5008916846,Bo Wang,Paper Mill,1
A5008916846,Bo Wang,Unreliable Results and/or Conclusions,1
A5008992137,Jing Wang,Computer-Aided Content or Computer-Generated Content,1
A5008992137,Jing Wang,Concerns/Issues about Data,1
A5008992137,Jing Wang,Concerns/Issues about Peer Review,1
A5008992137,Jing Wang,Concerns/Issues about Referencing/Attributions,1
A5008992137,Jing Wang,Concerns/Issues about Results and/or Conclusions,1
A5008992137,Jing Wang,Informed/Patient Consent - None/Withdrawn,1
A5008992137,Jing Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5008992137,Jing Wang,Paper Mill,1
A5008992137,Jing Wang,Unreliable Results and/or Conclusions,1
A5009045763,Jing Li,Computer-Aided Content or Computer-Generated Content,1
A5009045763,Jing Li,Concerns/Issues about Data,1
A5009045763,Jing Li,Concerns/Issues about Peer Review,1
A5009045763,Jing Li,Concerns/Issues about Referencing/Attributions,1
A5009045763,Jing Li,Concerns/Issues about Results and/or Conclusions,1
A5009045763,Jing Li,Paper Mill,1
A5009045763,Jing Li,Unreliable Results and/or Conclusions,1
A5009386422,Jian Xu,Results Not Reproducible,1
A5009386422,Jian Xu,Unreliable Results and/or Conclusions,1
A5009404304,Gang Wang,Computer-Aided Content or Computer-Generated Content,1
A5009404304,Gang Wang,Concerns/Issues about Data,1
A5009404304,Gang Wang,Concerns/Issues about Peer Review,1
A5009404304,Gang Wang,Concerns/Issues about Referencing/Attributions,1
A5009404304,Gang Wang,Concerns/Issues about Results and/or Conclusions,1
A5009404304,Gang Wang,Paper Mill,1
A5009404304,Gang Wang,Unreliable Results and/or Conclusions,1
A5009411552,Qian Zhang,Unreliable Results and/or Conclusions,4
A5009411552,Qian Zhang,Concerns/Issues about Data,2
A5009411552,Qian Zhang,Error in Analyses,2
A5009411552,Qian Zhang,Objections by Third Party,2
A5009411552,Qian Zhang,Upgrade/Update of Prior Notice(s),2
A5009411552,Qian Zhang,Error in Data,1
A5009411552,Qian Zhang,Error in Methods,1
A5009411552,Qian Zhang,Error in Results and/or Conclusions,1
A5009411552,Qian Zhang,Unreliable Data,1
A5009517684,Jian Xu,Compromised Peer Review,1
A5009517684,Jian Xu,Rogue Editor,1
A5009517684,Jian Xu,Unreliable Results and/or Conclusions,1
A5009553418,Lin Zhang,Compromised Peer Review,1
A5009553418,Lin Zhang,Paper Mill,1
A5009553418,Lin Zhang,Unreliable Results and/or Conclusions,1
A5009695635,Juan Li,Computer-Aided Content or Computer-Generated Content,1
A5009695635,Juan Li,Concerns/Issues about Data,1
A5009695635,Juan Li,Concerns/Issues about Peer Review,1
A5009695635,Juan Li,Concerns/Issues about Referencing/Attributions,1
A5009695635,Juan Li,Concerns/Issues about Results and/or Conclusions,1
A5009695635,Juan Li,Informed/Patient Consent - None/Withdrawn,1
A5009695635,Juan Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5009695635,Juan Li,Paper Mill,1
A5009695635,Juan Li,Unreliable Results and/or Conclusions,1
A5009949085,Wei Zhao,Notice - Limited or No Information,1
A5009985129,Hironobu Ueshima,Misconduct by Author,114
A5009985129,Hironobu Ueshima,Investigation by Company/Institution,111
A5009985129,Hironobu Ueshima,Misconduct - Official Investigation(s) and/or Finding(s),110
A5009985129,Hironobu Ueshima,Date of Article and/or Notice Unknown,103
A5009985129,Hironobu Ueshima,Falsification/Fabrication of Data,96
A5009985129,Hironobu Ueshima,False/Forged Authorship,93
A5009985129,Hironobu Ueshima,Unreliable Results and/or Conclusions,4
A5009985129,Hironobu Ueshima,Concerns/Issues about Authorship/Affiliation,3
A5009985129,Hironobu Ueshima,Duplication of/in Article,3
A5009985129,Hironobu Ueshima,Notice - Limited or No Information,3
A5009985129,Hironobu Ueshima,Unreliable Data,3
A5009985129,Hironobu Ueshima,Concerns/Issues about Data,2
A5009985129,Hironobu Ueshima,Lack of Approval from Author,1
A5009985129,Hironobu Ueshima,Updated to Correction,1
A5010246094,Jun Zhang,Concerns/Issues about Peer Review,1
A5010249218,Jie Zhang,Breach of Policy by Author,1
A5010249218,Jie Zhang,Concerns/Issues about Data,1
A5010249218,Jie Zhang,Concerns/Issues about Image,1
A5010249218,Jie Zhang,Date of Article and/or Notice Unknown,1
A5010249218,Jie Zhang,Error in Data,1
A5010249218,Jie Zhang,Error in Image,1
A5010249218,Jie Zhang,Notice - Limited or No Information,1
A5010249218,Jie Zhang,Original Data and/or Images not Provided and/or not Available,1
A5010249218,Jie Zhang,Results Not Reproducible,1
A5010249218,Jie Zhang,Unreliable Results and/or Conclusions,1
A5010261091,Lin Wang,Compromised Peer Review,1
A5010261091,Lin Wang,Paper Mill,1
A5010261091,Lin Wang,Unreliable Results and/or Conclusions,1
A5010827491,Min Zhang,Computer-Aided Content or Computer-Generated Content,1
A5010827491,Min Zhang,Concerns/Issues about Data,1
A5010827491,Min Zhang,Concerns/Issues about Peer Review,1
A5010827491,Min Zhang,Concerns/Issues about Referencing/Attributions,1
A5010827491,Min Zhang,Concerns/Issues about Results and/or Conclusions,1
A5010827491,Min Zhang,Paper Mill,1
A5010827491,Min Zhang,Unreliable Results and/or Conclusions,1
A5010846614,Jun Li,Compromised Peer Review,1
A5010846614,Jun Li,Paper Mill,1
A5010846614,Jun Li,Unreliable Results and/or Conclusions,1
A5010940242,Yang Wang,Computer-Aided Content or Computer-Generated Content,1
A5010940242,Yang Wang,Concerns/Issues about Data,1
A5010940242,Yang Wang,Concerns/Issues about Peer Review,1
A5010940242,Yang Wang,Concerns/Issues about Referencing/Attributions,1
A5010940242,Yang Wang,Concerns/Issues about Results and/or Conclusions,1
A5010940242,Yang Wang,Informed/Patient Consent - None/Withdrawn,1
A5010940242,Yang Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5010940242,Yang Wang,Paper Mill,1
A5010940242,Yang Wang,Unreliable Results and/or Conclusions,1
A5010949036,Rui Wang,Concerns/Issues about Data,1
A5010949036,Rui Wang,Concerns/Issues about Human Subject Welfare,1
A5010949036,Rui Wang,Concerns/Issues about Results and/or Conclusions,1
A5010949036,Rui Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5010949036,Rui Wang,Original Data and/or Images not Provided and/or not Available,1
A5010949036,Rui Wang,Unreliable Results and/or Conclusions,1
A5010958243,Ying Wang,Computer-Aided Content or Computer-Generated Content,1
A5010958243,Ying Wang,Concerns/Issues about Data,1
A5010958243,Ying Wang,Concerns/Issues about Peer Review,1
A5010958243,Ying Wang,Concerns/Issues about Referencing/Attributions,1
A5010958243,Ying Wang,Concerns/Issues about Results and/or Conclusions,1
A5010958243,Ying Wang,Paper Mill,1
A5010958243,Ying Wang,Unreliable Results and/or Conclusions,1
A5010978341,Yi Wang,Concerns/Issues about Data,1
A5010978341,Yi Wang,Concerns/Issues about Peer Review,1
A5010978341,Yi Wang,Concerns/Issues about Referencing/Attributions,1
A5010978341,Yi Wang,Concerns/Issues about Results and/or Conclusions,1
A5010978341,Yi Wang,Unreliable Results and/or Conclusions,1
A5010993715,Yu Zhang,Concerns/Issues about Image,1
A5010993715,Yu Zhang,Duplication of/in Image,1
A5010993715,Yu Zhang,Error in Image,1
A5010993715,Yu Zhang,Euphemisms for Duplication,1
A5010993715,Yu Zhang,Original Data and/or Images not Provided and/or not Available,1
A5010993715,Yu Zhang,Results Not Reproducible,1
A5011049502,Jing Zhao,Concerns/Issues about Data,1
A5011049502,Jing Zhao,Paper Mill,1
A5011049502,Jing Zhao,Unreliable Results and/or Conclusions,1
A5011210400,Min Zhang,Concerns/Issues about Data,2
A5011210400,Min Zhang,Lack of IRB/IACUC Approval and/or Compliance,2
A5011210400,Min Zhang,Author Unresponsive,1
A5011210400,Min Zhang,Concerns/Issues about Human Subject Welfare,1
A5011210400,Min Zhang,Concerns/Issues about Peer Review,1
A5011210400,Min Zhang,Concerns/Issues about Referencing/Attributions,1
A5011210400,Min Zhang,Ethical Violations by Author,1
A5011210400,Min Zhang,Informed/Patient Consent - None/Withdrawn,1
A5011210400,Min Zhang,Unreliable Results and/or Conclusions,1
A5011258836,Feng Wang,Computer-Aided Content or Computer-Generated Content,1
A5011258836,Feng Wang,Concerns/Issues about Data,1
A5011258836,Feng Wang,Concerns/Issues about Peer Review,1
A5011258836,Feng Wang,Concerns/Issues about Referencing/Attributions,1
A5011258836,Feng Wang,Concerns/Issues about Results and/or Conclusions,1
A5011258836,Feng Wang,Paper Mill,1
A5011258836,Feng Wang,Unreliable Results and/or Conclusions,1
A5011347232,Ying Zhang,Concerns/Issues about Data,1
A5011347232,Ying Zhang,Concerns/Issues about Peer Review,1
A5011347232,Ying Zhang,Concerns/Issues about Referencing/Attributions,1
A5011347232,Ying Zhang,Unreliable Results and/or Conclusions,1
A5011359621,Ying Zhang,Computer-Aided Content or Computer-Generated Content,1
A5011359621,Ying Zhang,Concerns/Issues about Data,1
A5011359621,Ying Zhang,Concerns/Issues about Peer Review,1
A5011359621,Ying Zhang,Concerns/Issues about Referencing/Attributions,1
A5011359621,Ying Zhang,Concerns/Issues about Results and/or Conclusions,1
A5011359621,Ying Zhang,Paper Mill,1
A5011359621,Ying Zhang,Unreliable Results and/or Conclusions,1
A5011410001,Feng Li,Paper Mill,2
A5011410001,Feng Li,Unreliable Results and/or Conclusions,2
A5011410001,Feng Li,Compromised Peer Review,1
A5011410001,Feng Li,Computer-Aided Content or Computer-Generated Content,1
A5011410001,Feng Li,Concerns/Issues about Data,1
A5011410001,Feng Li,Concerns/Issues about Peer Review,1
A5011410001,Feng Li,Concerns/Issues about Referencing/Attributions,1
A5011410001,Feng Li,Concerns/Issues about Results and/or Conclusions,1
A5011429168,Ying Zhang,Computer-Aided Content or Computer-Generated Content,1
A5011429168,Ying Zhang,Concerns/Issues about Data,1
A5011429168,Ying Zhang,Concerns/Issues about Peer Review,1
A5011429168,Ying Zhang,Concerns/Issues about Referencing/Attributions,1
A5011429168,Ying Zhang,Concerns/Issues about Results and/or Conclusions,1
A5011429168,Ying Zhang,Paper Mill,1
A5011429168,Ying Zhang,Unreliable Results and/or Conclusions,1
A5011550595,Hong Li,Concerns/Issues about Data,1
A5011550595,Hong Li,Concerns/Issues about Peer Review,1
A5011550595,Hong Li,Concerns/Issues about Referencing/Attributions,1
A5011550595,Hong Li,Unreliable Results and/or Conclusions,1
A5011701654,Wei Zhang,Compromised Peer Review,1
A5011701654,Wei Zhang,Paper Mill,1
A5011701654,Wei Zhang,Unreliable Results and/or Conclusions,1
A5011749539,Xin Li,Concerns/Issues about Data,1
A5011749539,Xin Li,Concerns/Issues about Human Subject Welfare,1
A5011749539,Xin Li,Concerns/Issues about Peer Review,1
A5011749539,Xin Li,Concerns/Issues about Referencing/Attributions,1
A5011749539,Xin Li,Concerns/Issues about Results and/or Conclusions,1
A5011749539,Xin Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5011749539,Xin Li,Unreliable Results and/or Conclusions,1
A5011751975,Yong Wang,Breach of Policy by Author,1
A5011751975,Yong Wang,Date of Article and/or Notice Unknown,1
A5011751975,Yong Wang,Notice - Limited or No Information,1
A5011792338,Ying Zhang,Breach of Policy by Author,1
A5011792338,Ying Zhang,Date of Article and/or Notice Unknown,1
A5011792338,Ying Zhang,Notice - Limited or No Information,1
A5011863186,Li Zhang,Breach of Policy by Author,1
A5011863186,Li Zhang,Date of Article and/or Notice Unknown,1
A5011863186,Li Zhang,Notice - Limited or No Information,1
A5011885525,Hui Zhang,Compromised Peer Review,1
A5011888863,Jie Wang,Compromised Peer Review,1
A5011888863,Jie Wang,Computer-Aided Content or Computer-Generated Content,1
A5011888863,Jie Wang,Concerns/Issues about Referencing/Attributions,1
A5011888863,Jie Wang,Concerns/Issues about Third Party Involvement,1
A5011888863,Jie Wang,Paper Mill,1
A5011888863,Jie Wang,Unreliable Results and/or Conclusions,1
A5011912885,Wei Wang,Concerns/Issues about Data,1
A5011912885,Wei Wang,Concerns/Issues about Peer Review,1
A5011912885,Wei Wang,Concerns/Issues about Referencing/Attributions,1
A5011912885,Wei Wang,Unreliable Results and/or Conclusions,1
A5012050321,Yu Liu,Compromised Peer Review,1
A5012050321,Yu Liu,Paper Mill,1
A5012050321,Yu Liu,Unreliable Results and/or Conclusions,1
A5012063033,Hui Liu,Compromised Peer Review,2
A5012063033,Hui Liu,Paper Mill,2
A5012063033,Hui Liu,Unreliable Results and/or Conclusions,2
A5012124607,Qiang Li,Compromised Peer Review,1
A5012124607,Qiang Li,Paper Mill,1
A5012124607,Qiang Li,Unreliable Results and/or Conclusions,1
A5012249136,Yi Zhang,Breach of Policy by Author,1
A5012249136,Yi Zhang,Notice - Limited or No Information,1
A5012340726,Wei Liu,Computer-Aided Content or Computer-Generated Content,1
A5012340726,Wei Liu,Concerns/Issues about Data,1
A5012340726,Wei Liu,Concerns/Issues about Peer Review,1
A5012340726,Wei Liu,Concerns/Issues about Referencing/Attributions,1
A5012340726,Wei Liu,Concerns/Issues about Results and/or Conclusions,1
A5012340726,Wei Liu,Paper Mill,1
A5012340726,Wei Liu,Unreliable Results and/or Conclusions,1
A5012387700,Jun Wang,Concerns/Issues about Peer Review,1
A5012387700,Jun Wang,Concerns/Issues about Referencing/Attributions,1
A5012387700,Jun Wang,Unreliable Results and/or Conclusions,1
A5012413755,Jun Li,Concerns/Issues about Data,1
A5012413755,Jun Li,Concerns/Issues about Human Subject Welfare,1
A5012413755,Jun Li,Concerns/Issues about Peer Review,1
A5012413755,Jun Li,Concerns/Issues about Referencing/Attributions,1
A5012413755,Jun Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5012413755,Jun Li,Unreliable Results and/or Conclusions,1
A5012506063,Yasunori Sato,False/Forged Authorship,1
A5012506063,Yasunori Sato,Misconduct by Author,1
A5012506063,Yasunori Sato,Unreliable Data,1
A5012506063,Yasunori Sato,Unreliable Results and/or Conclusions,1
A5012585311,Jian Xu,Compromised Peer Review,1
A5012858773,Yan Li,Euphemisms for Plagiarism,1
A5012858773,Yan Li,Plagiarism of/in Article,1
A5012870940,Jing Li,Date of Article and/or Notice Unknown,1
A5012870940,Jing Li,Notice - Limited or No Information,1
A5012870940,Jing Li,Removed,1
A5012877783,Yang Yang,Computer-Aided Content or Computer-Generated Content,1
A5012877783,Yang Yang,Concerns/Issues about Data,1
A5012877783,Yang Yang,Concerns/Issues about Peer Review,1
A5012877783,Yang Yang,Concerns/Issues about Referencing/Attributions,1
A5012877783,Yang Yang,Concerns/Issues about Results and/or Conclusions,1
A5012877783,Yang Yang,Paper Mill,1
A5012877783,Yang Yang,Unreliable Results and/or Conclusions,1
A5012882774,Ping Wang,Duplication of/in Image,1
A5012882774,Ping Wang,Investigation by Company/Institution,1
A5012882774,Ping Wang,Manipulation of Images,1
A5012882774,Ping Wang,Misconduct - Official Investigation(s) and/or Finding(s),1
A5012882774,Ping Wang,Original Data and/or Images not Provided and/or not Available,1
A5012938528,Lei Li,Computer-Aided Content or Computer-Generated Content,1
A5012938528,Lei Li,Concerns/Issues about Data,1
A5012938528,Lei Li,Concerns/Issues about Peer Review,1
A5012938528,Lei Li,Concerns/Issues about Referencing/Attributions,1
A5012938528,Lei Li,Concerns/Issues about Results and/or Conclusions,1
A5012938528,Lei Li,Paper Mill,1
A5012938528,Lei Li,Unreliable Results and/or Conclusions,1
A5013041751,Jian Zhang,Breach of Policy by Author,1
A5013041751,Jian Zhang,Date of Article and/or Notice Unknown,1
A5013041751,Jian Zhang,Notice - Limited or No Information,1
A5013165064,Ming Li,Compromised Peer Review,1
A5013165064,Ming Li,Paper Mill,1
A5013165064,Ming Li,Unreliable Results and/or Conclusions,1
A5013190448,Feng Li,Computer-Aided Content or Computer-Generated Content,1
A5013190448,Feng Li,Concerns/Issues about Data,1
A5013190448,Feng Li,Concerns/Issues about Peer Review,1
A5013190448,Feng Li,Concerns/Issues about Referencing/Attributions,1
