source_openalex_author_id,canonical_openalex_author_id,canonical_author,profile_group_size,decision
A5100408164,A5100408164,Bo Wang,1,Exact DOI-level match
A5100408177,A5100408177,Bo Wang,1,Exact DOI-level match
A5100408183,A5100408183,Bo Wang,1,Exact DOI-level match
A5100408189,A5100408189,Bo Wang,1,Exact DOI-level match
A5100408193,A5100408193,Bo Wang,1,Exact DOI-level match
A5100408209,A5100408209,Bo Wang,1,Exact DOI-level match
A5100408222,A5100408222,Bo Wang,1,Exact DOI-level match
A5100408943,A5100408943,Ping Li,1,Exact DOI-level match
A5100408949,A5100408949,Ping Li,1,Exact DOI-level match
A5100409199,A5100409199,Gang Li,1,Exact DOI-level match
A5100409203,A5100409203,Gang Li,1,Exact DOI-level match
A5100409238,A5100409238,Wei Zhao,1,Exact DOI-level match
A5100409246,A5100409246,Wei Zhao,1,Exact DOI-level match
A5100409248,A5100409248,Wei Zhao,1,Exact DOI-level match
A5100409861,A5100409861,Jian Zhang,1,Exact DOI-level match
A5100409879,A5100409879,Jian Zhang,1,Exact DOI-level match
A5100409892,A5100409892,Jian Zhang,1,Exact DOI-level match
A5100409899,A5100409899,Jian Zhang,1,Exact DOI-level match
A5100409939,A5100409939,Jian Zhang,1,Exact DOI-level match
A5100409969,A5100409969,Jian Zhang,1,Exact DOI-level match
A5100409975,A5100409975,Jian Zhang,1,Exact DOI-level match
A5100409987,A5100409987,Jian Zhang,1,Exact DOI-level match
A5100410040,A5100410040,Jian Zhang,1,Exact DOI-level match
A5100410059,A5100410059,Jian Zhang,1,Exact DOI-level match
A5100410082,A5100410082,Jian Zhang,1,Exact DOI-level match
A5100410090,A5100410090,Jian Zhang,1,Exact DOI-level match
A5100410099,A5100410099,Jian Zhang,1,Exact DOI-level match
A5100410107,A5100410107,Jian Zhang,1,Exact DOI-level match
A5100410108,A5100410108,Jian Zhang,1,Exact DOI-level match
A5100410263,A5100410263,Hong Li,1,Exact DOI-level match
A5100410576,A5100410576,Yang Liu,1,Exact DOI-level match
A5100410602,A5100410602,Yu Zhang,1,Exact DOI-level match
A5100411784,A5100411784,Dan Wang,1,Exact DOI-level match
A5100411792,A5100411792,Dan Wang,1,Exact DOI-level match
A5100411794,A5100411794,Dan Wang,1,Exact DOI-level match
A5100411797,A5100411797,Dan Wang,1,Exact DOI-level match
A5100411812,A5100411812,Dan Wang,1,Exact DOI-level match
A5100411814,A5100411814,Dan Wang,1,Exact DOI-level match
A5100411815,A5100411815,Dan Wang,1,Exact DOI-level match
A5100411817,A5100411817,Dan Wang,1,Exact DOI-level match
A5100411823,A5100411823,Dan Wang,1,Exact DOI-level match
A5100411831,A5100411831,Dan Wang,1,Exact DOI-level match
A5100411833,A5100411833,Dan Wang,1,Exact DOI-level match
A5100411839,A5100411839,Dan Wang,1,Exact DOI-level match
A5100411848,A5100411848,Dan Wang,1,Exact DOI-level match
A5100411850,A5100411850,Dan Wang,1,Exact DOI-level match
A5100411859,A5100411859,Dan Wang,1,Exact DOI-level match
A5100411862,A5100411862,Dan Wang,1,Exact DOI-level match
A5100411866,A5100411866,Dan Wang,1,Exact DOI-level match
A5100411886,A5100411886,Dan Wang,1,Exact DOI-level match
A5100411888,A5100411888,Dan Wang,1,Exact DOI-level match
A5100411904,A5100411904,Dan Wang,1,Exact DOI-level match
A5100413042,A5100413042,Ping Wang,1,Exact DOI-level match
A5100413406,A5100413406,Jing Liu,1,Exact DOI-level match
A5100414003,A5100414003,Ying Li,1,Exact DOI-level match
A5100414021,A5100414021,Ying Liu,1,Exact DOI-level match
A5100414025,A5100414025,Ying Li,1,Exact DOI-level match
A5100414034,A5100414034,Ying Li,1,Exact DOI-level match
A5100414044,A5100414044,Ying Liu,1,Exact DOI-level match
A5100414049,A5100414049,Ying Li,1,Exact DOI-level match
A5100414057,A5100414057,Ying Liu,1,Exact DOI-level match
A5100414090,A5100414090,Ying Liu,1,Exact DOI-level match
A5100414092,A5100414092,Ying Liu,1,Exact DOI-level match
A5100414097,A5100414097,Ying Liu,1,Exact DOI-level match
A5100414133,A5100414133,Ying Li,1,Exact DOI-level match
A5100414136,A5100414136,Ying Li,1,Exact DOI-level match
A5100414148,A5100414148,Ying Li,1,Exact DOI-level match
A5100414156,A5100414156,Ying Li,1,Exact DOI-level match
A5100414175,A5100414175,Ying Li,1,Exact DOI-level match
A5100414179,A5100414179,Ying Li,1,Exact DOI-level match
A5100414192,A5100414192,Ying Li,1,Exact DOI-level match
A5100414193,A5100414193,Ying Liu,1,Exact DOI-level match
A5100414208,A5100414208,Ying Li,1,Exact DOI-level match
A5100414212,A5100414212,Ying Liu,1,Exact DOI-level match
A5100414223,A5100414223,Ying Liu,1,Exact DOI-level match
A5100414228,A5100414228,Ying Li,1,Exact DOI-level match
A5100414249,A5100414249,Ying Liu,1,Exact DOI-level match
A5100414283,A5100414283,Ying Liu,1,Exact DOI-level match
A5100414285,A5100414285,Ying Liu,1,Exact DOI-level match
A5100414291,A5100414291,Ying Liu,1,Exact DOI-level match
A5100414293,A5100414293,Ying Liu,1,Exact DOI-level match
A5100414299,A5100414299,Ying Li,1,Exact DOI-level match
A5100414308,A5100414308,Ying Li,1,Exact DOI-level match
A5100414317,A5100414317,Ying Liu,1,Exact DOI-level match
A5100414320,A5100414320,Ying Li,1,Exact DOI-level match
A5100414321,A5100414321,Ying Li,1,Exact DOI-level match
A5100414323,A5100414323,Ying Li,1,Exact DOI-level match
A5100414341,A5100414341,Ying Liu,1,Exact DOI-level match
A5100414379,A5100414379,Ying Liu,1,Exact DOI-level match
A5100414387,A5100414387,Ying Liu,1,Exact DOI-level match
A5100414390,A5100414390,Ying Li,1,Exact DOI-level match
A5100414403,A5100414403,Ying Liu,1,Exact DOI-level match
A5100414405,A5100414405,Ying Liu,1,Exact DOI-level match
A5100414426,A5100414426,Ying Li,1,Exact DOI-level match
A5100414452,A5100414452,Ying Liu,1,Exact DOI-level match
A5100414459,A5100414459,Ying Liu,1,Exact DOI-level match
A5100414460,A5100414460,Ying Li,1,Exact DOI-level match
A5100414463,A5100414463,Ying Li,1,Exact DOI-level match
A5100414464,A5100414464,Ying Li,1,Exact DOI-level match
A5100414467,A5100414467,Ying Li,1,Exact DOI-level match
A5100414473,A5100414473,Ying Liu,1,Exact DOI-level match
A5100414483,A5100414483,Ying Li,1,Exact DOI-level match
A5100414484,A5100414484,Ying Li,1,Exact DOI-level match
A5100414485,A5100414485,Ying Li,1,Exact DOI-level match
A5100414488,A5100414488,Ying Liu,1,Exact DOI-level match
A5100414490,A5100414490,Ying Liu,1,Exact DOI-level match
A5100415140,A5100415140,Wei Zhang,1,Exact DOI-level match
A5100417894,A5100417894,Dan Wang,1,Exact DOI-level match
A5100418062,A5100418062,Ling Wang,1,Exact DOI-level match
A5100418063,A5100418063,Ling Wang,1,Exact DOI-level match
A5100418066,A5100418066,Wang Ling,1,Exact DOI-level match
A5100418072,A5100418072,Ling Wang,1,Exact DOI-level match
A5100418073,A5100418073,Ling Wang,1,Exact DOI-level match
A5100418722,A5100418722,Li Liu,1,Exact DOI-level match
A5100418746,A5100418746,Li Liu,1,Exact DOI-level match
A5100418747,A5100418747,Li Liu,1,Exact DOI-level match
A5100418765,A5100418765,Li Liu,1,Exact DOI-level match
A5100418768,A5100418768,Li Liu,1,Exact DOI-level match
A5100418770,A5100418770,Li Liu,1,Exact DOI-level match
A5100418783,A5100418783,Li Liu,1,Exact DOI-level match
A5100418789,A5100418789,Li Liu,1,Exact DOI-level match
A5100418815,A5100418815,Li Liu,1,Exact DOI-level match
A5100418817,A5100418817,Li Liu,1,Exact DOI-level match
A5100418822,A5100418822,Li Liu,1,Exact DOI-level match
A5100418828,A5100418828,Li Liu,1,Exact DOI-level match
A5100418831,A5100418831,Li Liu,1,Exact DOI-level match
A5100418834,A5100418834,Li Liu,1,Exact DOI-level match
A5100418837,A5100418837,Li Liu,1,Exact DOI-level match
A5100418845,A5100418845,Li Liu,1,Exact DOI-level match
A5100418848,A5100418848,Li Liu,1,Exact DOI-level match
A5100418864,A5100418864,Li Liu,1,Exact DOI-level match
A5100418867,A5100418867,Li Liu,1,Exact DOI-level match
A5100418876,A5100418876,Li Liu,1,Exact DOI-level match
A5100418889,A5100418889,Li Liu,1,Exact DOI-level match
A5100418899,A5100418899,Li Liu,1,Exact DOI-level match
A5100418902,A5100418902,Li Liu,1,Exact DOI-level match
A5100418903,A5100418903,Li Liu,1,Exact DOI-level match
A5100418911,A5100418911,Li Liu,1,Exact DOI-level match
A5100418914,A5100418914,Li Liu,1,Exact DOI-level match
A5100418937,A5100418937,Li Liu,1,Exact DOI-level match
A5100418953,A5100418953,Zhang Li,1,Exact DOI-level match
A5100419713,A5100419713,Yong Zhang,1,Exact DOI-level match
A5100419729,A5100419729,Yong Zhang,1,Exact DOI-level match
A5100419731,A5100419731,Yong Zhang,1,Exact DOI-level match
A5100419755,A5100419755,Yong Zhang,1,Exact DOI-level match
A5100419763,A5100419763,Yong Zhang,1,Exact DOI-level match
A5100419785,A5100419785,Yong Zhang,1,Exact DOI-level match
A5100419798,A5100419798,Yong Zhang,1,Exact DOI-level match
A5100419818,A5100419818,Yong Zhang,1,Exact DOI-level match
A5100419828,A5100419828,Yong Zhang,1,Exact DOI-level match
A5100419847,A5100419847,Yong Zhang,1,Exact DOI-level match
A5100419855,A5100419855,Yong Zhang,1,Exact DOI-level match
A5100419902,A5100419902,Yong Zhang,1,Exact DOI-level match
A5100420940,A5100420940,Jun Li,1,Exact DOI-level match
A5100420981,A5100420981,Juan Li,1,Exact DOI-level match
A5100420982,A5100420982,Juan Li,1,Exact DOI-level match
A5100420987,A5100420987,Juan Li,1,Exact DOI-level match
A5100421009,A5100421009,Juan Li,1,Exact DOI-level match
A5100421013,A5100421013,Juan Li,1,Exact DOI-level match
A5100421017,A5100421017,Juan Li,1,Exact DOI-level match
A5100421024,A5100421024,Juan Li,1,Exact DOI-level match
A5100421027,A5100421027,Juan Li,1,Exact DOI-level match
A5100421045,A5100421045,Juan Li,1,Exact DOI-level match
A5100421057,A5100421057,Juan Li,1,Exact DOI-level match
A5100421060,A5100421060,Juan Li,1,Exact DOI-level match
A5100421078,A5100421078,Juan Li,1,Exact DOI-level match
A5100421080,A5100421080,Juan Li,1,Exact DOI-level match
A5100421250,A5100421250,Yang Li,1,Exact DOI-level match
A5100421258,A5100421258,Yang Li,1,Exact DOI-level match
A5100421277,A5100421277,Yang Li,1,Exact DOI-level match
A5100421314,A5100421314,Yang Li,1,Exact DOI-level match
A5100421320,A5100421320,Yang Li,1,Exact DOI-level match
A5100421326,A5100421326,Yang Li,1,Exact DOI-level match
A5100421336,A5100421336,Yang Li,1,Exact DOI-level match
A5100421383,A5100421383,Yang Li,1,Exact DOI-level match
A5100421472,A5100421472,Yang Li,1,Exact DOI-level match
A5100421479,A5100421479,Yang Li,1,Exact DOI-level match
A5100421485,A5100421485,Yang Li,1,Exact DOI-level match
A5100421521,A5100421521,Yang Li,1,Exact DOI-level match
A5100421591,A5100421591,Yang Li,1,Exact DOI-level match
A5100421604,A5100421604,Yang Li,1,Exact DOI-level match
A5100421612,A5100421612,Yang Li,1,Exact DOI-level match
A5100421619,A5100421619,Yang Li,1,Exact DOI-level match
A5100421627,A5100421627,Yang Li,1,Exact DOI-level match
A5100421656,A5100421656,Yang Li,1,Exact DOI-level match
A5100421668,A5100421668,Yang Li,1,Exact DOI-level match
A5100421672,A5100421672,Yang Li,1,Exact DOI-level match
A5100421729,A5100421729,Yang Li,1,Exact DOI-level match
A5100421742,A5100421742,Yang Li,1,Exact DOI-level match
A5100421770,A5100421770,Yang Li,1,Exact DOI-level match
A5100421779,A5100421779,Yang Li,1,Exact DOI-level match
A5100421802,A5100421802,Yang Li,1,Exact DOI-level match
A5100421808,A5100421808,Yang Li,1,Exact DOI-level match
A5100421809,A5100421809,Yang Li,1,Exact DOI-level match
A5100421839,A5100421839,Yang Li,1,Exact DOI-level match
A5100421941,A5100421941,Rui Zhang,1,Exact DOI-level match
A5100421943,A5100421943,Rui Zhang,1,Exact DOI-level match
A5100421967,A5100421967,Rui Zhang,1,Exact DOI-level match
A5100421978,A5100421978,Rui Zhang,1,Exact DOI-level match
A5100422027,A5100422027,Rui Zhang,1,Exact DOI-level match
A5100422057,A5100422057,Rui Zhang,1,Exact DOI-level match
A5100422067,A5100422067,Rui Zhang,1,Exact DOI-level match
A5100422095,A5100422095,Rui Zhang,1,Exact DOI-level match
A5100422099,A5100422099,Rui Zhang,1,Exact DOI-level match
A5100422101,A5100422101,Rui Zhang,1,Exact DOI-level match
A5100422102,A5100422102,Rui Zhang,1,Exact DOI-level match
A5100422113,A5100422113,Rui Zhang,1,Exact DOI-level match
A5100422157,A5100422157,Rui Zhang,1,Exact DOI-level match
A5100422164,A5100422164,Rui Zhang,1,Exact DOI-level match
A5100422178,A5100422178,Rui Zhang,1,Exact DOI-level match
A5100422186,A5100422186,Rui Zhang,1,Exact DOI-level match
A5100422187,A5100422187,Rui Zhang,1,Exact DOI-level match
A5100422203,A5100422203,Rui Zhang,1,Exact DOI-level match
A5100422247,A5100422247,Feng Wang,1,Exact DOI-level match
A5100422786,A5100422786,Qian Wang,1,Exact DOI-level match
A5100423359,A5100423359,Yang Wang,1,Exact DOI-level match
A5100423803,A5100423803,Hui Li,1,Exact DOI-level match
A5100423818,A5100423818,Hui Li,1,Exact DOI-level match
A5100423834,A5100423834,Hui Li,1,Exact DOI-level match
A5100423847,A5100423847,Hui Li,1,Exact DOI-level match
A5100423851,A5100423851,Hui Li,1,Exact DOI-level match
A5100423886,A5100423886,Hui Li,1,Exact DOI-level match
A5100423889,A5100423889,Hui Li,1,Exact DOI-level match
A5100423891,A5100423891,Hui Li,1,Exact DOI-level match
A5100423905,A5100423905,Hui Li,1,Exact DOI-level match
A5100423922,A5100423922,Hui Li,1,Exact DOI-level match
A5100423951,A5100423951,Hui Li,1,Exact DOI-level match
A5100423958,A5100423958,Hui Li,1,Exact DOI-level match
A5100423962,A5100423962,Hui Li,1,Exact DOI-level match
A5100423970,A5100423970,Hui Li,1,Exact DOI-level match
A5100423976,A5100423976,Hui Li,1,Exact DOI-level match
A5100423990,A5100423990,Hui Li,1,Exact DOI-level match
A5100423995,A5100423995,Hui Li,1,Exact DOI-level match
A5100424342,A5100424342,Yong Wang,1,Exact DOI-level match
A5100424345,A5100424345,Yong Wang,1,Exact DOI-level match
A5100424356,A5100424356,Yong Wang,1,Exact DOI-level match
A5100424372,A5100424372,Yong Wang,1,Exact DOI-level match
A5100424406,A5100424406,Yong Wang,1,Exact DOI-level match
A5100424416,A5100424416,Yong Wang,1,Exact DOI-level match
A5100424421,A5100424421,Yong Wang,1,Exact DOI-level match
A5100424423,A5100424423,Wang Yong,1,Exact DOI-level match
A5100424435,A5100424435,Yong Wang,1,Exact DOI-level match
A5100424451,A5100424451,Yong Wang,1,Exact DOI-level match
A5100424459,A5100424459,Yong Wang,1,Exact DOI-level match
A5100424487,A5100424487,Yong Wang,1,Exact DOI-level match
A5100424505,A5100424505,Yong Wang,1,Exact DOI-level match
A5100424507,A5100424507,Yong Wang,1,Exact DOI-level match
A5100424516,A5100424516,Yong Wang,1,Exact DOI-level match
A5100424528,A5100424528,Yong Wang,1,Exact DOI-level match
A5100424546,A5100424546,Yong Wang,1,Exact DOI-level match
A5100424547,A5100424547,Yong Wang,1,Exact DOI-level match
A5100424549,A5100424549,Yong Wang,1,Exact DOI-level match
A5100424560,A5100424560,Yong Wang,1,Exact DOI-level match
A5100425402,A5100425402,Li Zhang,1,Exact DOI-level match
A5100425408,A5100425408,Li Zhang,1,Exact DOI-level match
A5100425431,A5100425431,Li Zhang,1,Exact DOI-level match
A5100425444,A5100425444,Li Zhang,1,Exact DOI-level match
A5100425448,A5100425448,Li Zhang,1,Exact DOI-level match
A5100425454,A5100425454,Li Zhang,1,Exact DOI-level match
A5100425469,A5100425469,Li Zhang,1,Exact DOI-level match
A5100425484,A5100425484,Li Zhang,1,Exact DOI-level match
A5100425493,A5100425493,Li Zhang,1,Exact DOI-level match
A5100425496,A5100425496,Li Zhang,1,Exact DOI-level match
A5100425505,A5100425505,Li Zhang,1,Exact DOI-level match
A5100425518,A5100425518,Li Zhang,1,Exact DOI-level match
A5100425519,A5100425519,Li Zhang,1,Exact DOI-level match
A5100425523,A5100425523,Li Zhang,1,Exact DOI-level match
A5100425537,A5100425537,Li Zhang,1,Exact DOI-level match
A5100425543,A5100425543,Li Zhang,1,Exact DOI-level match
A5100425546,A5100425546,Li Zhang,1,Exact DOI-level match
A5100425549,A5100425549,Li Zhang,1,Exact DOI-level match
A5100425554,A5100425554,Li Zhang,1,Exact DOI-level match
A5100425564,A5100425564,Li Zhang,1,Exact DOI-level match
A5100425574,A5100425574,Li Zhang,1,Exact DOI-level match
A5100425579,A5100425579,Li Zhang,1,Exact DOI-level match
A5100425585,A5100425585,Li Zhang,1,Exact DOI-level match
A5100425588,A5100425588,Li Zhang,1,Exact DOI-level match
A5100425590,A5100425590,Li Zhang,1,Exact DOI-level match
A5100425605,A5100425605,Li Zhang,1,Exact DOI-level match
A5100425644,A5100425644,Li Zhang,1,Exact DOI-level match
A5100425671,A5100425671,Li Zhang,1,Exact DOI-level match
A5100425672,A5100425672,Li Zhang,1,Exact DOI-level match
A5100425675,A5100425675,Li Zhang,1,Exact DOI-level match
A5100425690,A5100425690,Lı Zhang,1,Exact DOI-level match
A5100425695,A5100425695,Li Zhang,1,Exact DOI-level match
A5100425706,A5100425706,Li Zhang,1,Exact DOI-level match
A5100425709,A5100425709,Li Zhang,1,Exact DOI-level match
A5100425714,A5100425714,Li Zhang,1,Exact DOI-level match
A5100425717,A5100425717,Li Zhang,1,Exact DOI-level match
A5100425733,A5100425733,Li Zhang,1,Exact DOI-level match
A5100425738,A5100425738,Li Zhang,1,Exact DOI-level match
A5100425743,A5100425743,Li Zhang,1,Exact DOI-level match
A5100425745,A5100425745,Li Zhang,1,Exact DOI-level match
A5100425752,A5100425752,Li Zhang,1,Exact DOI-level match
A5100425772,A5100425772,Li Zhang,1,Exact DOI-level match
A5100425776,A5100425776,Li Zhang,1,Exact DOI-level match
A5100427615,A5100427615,Hui Li,1,Exact DOI-level match
A5100427618,A5100427618,Hui Li,1,Exact DOI-level match
A5100428173,A5100428173,Jie Li,1,Exact DOI-level match
A5100428176,A5100428176,Jie Li,1,Exact DOI-level match
A5100428187,A5100428187,Jie Li,1,Exact DOI-level match
A5100428220,A5100428220,Jie Li,1,Exact DOI-level match
A5100428226,A5100428226,Jie Li,1,Exact DOI-level match
A5100428245,A5100428245,Jie Li,1,Exact DOI-level match
A5100428255,A5100428255,Jie Li,1,Exact DOI-level match
A5100428260,A5100428260,Jie Li,1,Exact DOI-level match
A5100428314,A5100428314,Jie Li,1,Exact DOI-level match
A5100428322,A5100428322,Jie Li,1,Exact DOI-level match
A5100428326,A5100428326,Jie Li,1,Exact DOI-level match
A5100428354,A5100428354,Jie Li,1,Exact DOI-level match
A5100428355,A5100428355,Jie Li,1,Exact DOI-level match
A5100428524,A5100428524,Ying Zhang,1,Exact DOI-level match
A5100428821,A5100428821,Jie Chen,1,Exact DOI-level match
A5100429872,A5100429872,Qiang Li,1,Exact DOI-level match
A5100429888,A5100429888,Qiang Li,1,Exact DOI-level match
A5100429898,A5100429898,Qiang Li,1,Exact DOI-level match
A5100429902,A5100429902,Qiang Li,1,Exact DOI-level match
A5100429904,A5100429904,Qiang Li,1,Exact DOI-level match
A5100429907,A5100429907,Qiang Li,1,Exact DOI-level match
A5100429918,A5100429918,Qiang Li,1,Exact DOI-level match
A5100429921,A5100429921,Qiang Li,1,Exact DOI-level match
A5100429934,A5100429934,Qiang Li,1,Exact DOI-level match
A5100429940,A5100429940,Qiang Li,1,Exact DOI-level match
A5100429945,A5100429945,Qiang Li,1,Exact DOI-level match
A5100429967,A5100429967,Qiang Li,1,Exact DOI-level match
A5100429975,A5100429975,Qiang Li,1,Exact DOI-level match
A5100429976,A5100429976,Qiang Li,1,Exact DOI-level match
A5100429992,A5100429992,Qiang Li,1,Exact DOI-level match
A5100430014,A5100430014,Qiang Li,1,Exact DOI-level match
A5100430024,A5100430024,Qiang Li,1,Exact DOI-level match
A5100430036,A5100430036,Qiang Li,1,Exact DOI-level match
A5100430040,A5100430040,Qiang Li,1,Exact DOI-level match
A5100430041,A5100430041,Qiang Li,1,Exact DOI-level match
A5100430070,A5100430070,Qiang Li,1,Exact DOI-level match
A5100430074,A5100430074,Qiang Li,1,Exact DOI-level match
A5100430232,A5100430232,Hong Zhang,1,Exact DOI-level match
A5100430234,A5100430234,Hong Zhang,1,Exact DOI-level match
A5100430241,A5100430241,Hong Zhang,1,Exact DOI-level match
A5100430243,A5100430243,Hong Zhang,1,Exact DOI-level match
A5100430253,A5100430253,Hong Zhang,1,Exact DOI-level match
A5100430256,A5100430256,Hong Zhang,1,Exact DOI-level match
A5100430282,A5100430282,Hong Zhang,1,Exact DOI-level match
A5100430306,A5100430306,Hong Zhang,1,Exact DOI-level match
A5100430317,A5100430317,Hong Zhang,1,Exact DOI-level match
A5100430322,A5100430322,Hong Zhang,1,Exact DOI-level match
A5100430323,A5100430323,Hong Zhang,1,Exact DOI-level match
A5100430333,A5100430333,Hong Zhang,1,Exact DOI-level match
A5100430342,A5100430342,Hong Zhang,1,Exact DOI-level match
A5100430359,A5100430359,Hong Zhang,1,Exact DOI-level match
A5100430364,A5100430364,Hong Zhang,1,Exact DOI-level match
A5100430367,A5100430367,Hong Zhang,1,Exact DOI-level match
A5100430372,A5100430372,Hong Zhang,1,Exact DOI-level match
A5100430719,A5100430719,Ying Liu,1,Exact DOI-level match
A5100431122,A5100431122,Rui Wang,1,Exact DOI-level match
A5100431147,A5100431147,Rui Wang,1,Exact DOI-level match
A5100431152,A5100431152,Rui Wang,1,Exact DOI-level match
A5100431163,A5100431163,Rui Wang,1,Exact DOI-level match
A5100431169,A5100431169,Feng Wang,1,Exact DOI-level match
A5100431194,A5100431194,Rui Wang,1,Exact DOI-level match
A5100431213,A5100431213,Rui Wang,1,Exact DOI-level match
A5100431239,A5100431239,Rui Wang,1,Exact DOI-level match
A5100431252,A5100431252,Feng Wang,1,Exact DOI-level match
A5100431254,A5100431254,Rui Wang,1,Exact DOI-level match
A5100431279,A5100431279,Rui Wang,1,Exact DOI-level match
A5100431330,A5100431330,Feng Wang,1,Exact DOI-level match
A5100431366,A5100431366,Rui Wang,1,Exact DOI-level match
A5100431387,A5100431387,Rui Wang,1,Exact DOI-level match
A5100431391,A5100431391,Feng Wang,1,Exact DOI-level match
A5100431408,A5100431408,Rui Wang,1,Exact DOI-level match
A5100431409,A5100431409,Rui Wang,1,Exact DOI-level match
A5100431428,A5100431428,Rui Wang,1,Exact DOI-level match
A5100431441,A5100431441,Feng Wang,1,Exact DOI-level match
A5100431442,A5100431442,Rui Wang,1,Exact DOI-level match
A5100431623,A5100431623,Wei Liu,1,Exact DOI-level match
A5100431678,A5100431678,Wei Liu,1,Exact DOI-level match
A5100431687,A5100431687,Wei Liu,1,Exact DOI-level match
A5100431688,A5100431688,Wei Liu,1,Exact DOI-level match
A5100431706,A5100431706,Wei Liu,1,Exact DOI-level match
A5100431723,A5100431723,Wei Liu,1,Exact DOI-level match
A5100431730,A5100431730,Wei Liu,1,Exact DOI-level match
A5100431734,A5100431734,Wei Liu,1,Exact DOI-level match
A5100431738,A5100431738,Wei Liu,1,Exact DOI-level match
A5100431774,A5100431774,Wei Liu,1,Exact DOI-level match
A5100431782,A5100431782,Wei Liu,1,Exact DOI-level match
A5100431798,A5100431798,Wei Liu,1,Exact DOI-level match
A5100431810,A5100431810,Wei Liu,1,Exact DOI-level match
A5100431816,A5100431816,Wei Liu,1,Exact DOI-level match
A5100431817,A5100431817,Wei Liu,1,Exact DOI-level match
A5100431845,A5100431845,Wei Liu,1,Exact DOI-level match
A5100431848,A5100431848,Wei Liu,1,Exact DOI-level match
A5100431884,A5100431884,Wei Liu,1,Exact DOI-level match
A5100431895,A5100431895,Wei Liu,1,Exact DOI-level match
A5100431918,A5100431918,Wei Liu,1,Exact DOI-level match
A5100431923,A5100431923,Wei Liu,1,Exact DOI-level match
A5100431941,A5100431941,Wei Liu,1,Exact DOI-level match
A5100431943,A5100431943,Wei Liu,1,Exact DOI-level match
A5100431945,A5100431945,Wei Liu,1,Exact DOI-level match
A5100431954,A5100431954,Wei Liu,1,Exact DOI-level match
A5100431965,A5100431965,Wei Liu,1,Exact DOI-level match
A5100431977,A5100431977,Wei Liu,1,Exact DOI-level match
A5100431998,A5100431998,Wei Liu,1,Exact DOI-level match
A5100432002,A5100432002,Wei Liu,1,Exact DOI-level match
A5100432003,A5100432003,Wei Liu,1,Exact DOI-level match
A5100432006,A5100432006,Wei Liu,1,Exact DOI-level match
A5100432026,A5100432026,Wei Liu,1,Exact DOI-level match
A5100432027,A5100432027,Wei Liu,1,Exact DOI-level match
A5100432606,A5100432606,Wei Chen,1,Exact DOI-level match
A5100432613,A5100432613,Peng Li,1,Exact DOI-level match
A5100432619,A5100432619,Peng Li,1,Exact DOI-level match
A5100432627,A5100432627,Peng Li,1,Exact DOI-level match
A5100432665,A5100432665,Peng Li,1,Exact DOI-level match
A5100432667,A5100432667,Peng Li,1,Exact DOI-level match
A5100432672,A5100432672,Peng Li,1,Exact DOI-level match
A5100432714,A5100432714,Peng Li,1,Exact DOI-level match
A5100432719,A5100432719,Peng Li,1,Exact DOI-level match
A5100432721,A5100432721,Peng Li,1,Exact DOI-level match
A5100432734,A5100432734,Peng Li,1,Exact DOI-level match
A5100432747,A5100432747,Peng Li,1,Exact DOI-level match
A5100432748,A5100432748,Peng Li,1,Exact DOI-level match
A5100432770,A5100432770,Peng Li,1,Exact DOI-level match
A5100432772,A5100432772,Peng Li,1,Exact DOI-level match
A5100432784,A5100432784,Peng Li,1,Exact DOI-level match
A5100432789,A5100432789,Peng Li,1,Exact DOI-level match
A5100432795,A5100432795,Peng Li,1,Exact DOI-level match
A5100433054,A5100433054,Jun Zhang,1,Exact DOI-level match
A5100433063,A5100433063,Jun Zhang,1,Exact DOI-level match
A5100433067,A5100433067,Jun Zhang,1,Exact DOI-level match
A5100433068,A5100433068,Jun Zhang,1,Exact DOI-level match
A5100433106,A5100433106,Jun Zhang,1,Exact DOI-level match
A5100433112,A5100433112,Jun Zhang,1,Exact DOI-level match
A5100433120,A5100433120,Jun Zhang,1,Exact DOI-level match
A5100433127,A5100433127,Jun Zhang,1,Exact DOI-level match
A5100433138,A5100433138,Jun Zhang,1,Exact DOI-level match
A5100433142,A5100433142,Jun Zhang,1,Exact DOI-level match
A5100433153,A5100433153,Jun Zhang,1,Exact DOI-level match
A5100433174,A5100433174,Jun Zhang,1,Exact DOI-level match
A5100433187,A5100433187,Jun Zhang,1,Exact DOI-level match
A5100433188,A5100433188,Jun Zhang,1,Exact DOI-level match
A5100433198,A5100433198,Jun Zhang,1,Exact DOI-level match
A5100433230,A5100433230,Jun Zhang,1,Exact DOI-level match
A5100433245,A5100433245,Zhang Jun,1,Exact DOI-level match
A5100433246,A5100433246,Jun Zhang,1,Exact DOI-level match
A5100433248,A5100433248,Jun Zhang,1,Exact DOI-level match
A5100433259,A5100433259,Jun Zhang,1,Exact DOI-level match
A5100433266,A5100433266,Jun Zhang,1,Exact DOI-level match
A5100433276,A5100433276,Jun Zhang,1,Exact DOI-level match
A5100433289,A5100433289,Jun Zhang,1,Exact DOI-level match
A5100433301,A5100433301,Jun Zhang,1,Exact DOI-level match
A5100433374,A5100433374,Yu Zhang,1,Exact DOI-level match
A5100433385,A5100433385,Yu Zhang,1,Exact DOI-level match
A5100433388,A5100433388,Yu Zhang,1,Exact DOI-level match
A5100433396,A5100433396,Yu Zhang,1,Exact DOI-level match
